Team1Agent1,Team1Agent2,Team1Agent3,Team1Agent4,Team1Agent5,Team2Agent1,Team2Agent2,Team2Agent3,Team2Agent4,Team2Agent5,Map,Victory
raze,cypher,omen,sova,jett,reyna,sova,jett,omen,cypher,Haven,Team 2
sage,omen,jett,skye,cypher,raze,cypher,phoenix,omen,sova,Bind,Team 1
sage,jett,omen,skye,cypher,cypher,sage,reyna,raze,omen,Split,Team 1
brimstone,reyna,jett,sova,cypher,jett,phoenix,sova,omen,cypher,Haven,Team 2
reyna,jett,sova,omen,raze,sova,raze,omen,jett,killjoy,Bind,Team 2
raze,jett,omen,sage,skye,cypher,raze,omen,sage,sova,Bind,Team 1
jett,phoenix,omen,sova,cypher,sova,jett,phoenix,cypher,omen,Haven,Team 1
raze,sage,omen,cypher,jett,raze,cypher,viper,omen,breach,Split,Team 1
raze,sova,jett,omen,killjoy,jett,killjoy,raze,omen,viper,Icebox,Team 1
cypher,omen,jett,sova,reyna,jett,sova,killjoy,omen,raze,Ascent,Team 1
reyna,raze,jett,sova,omen,raze,sova,cypher,jett,omen,Bind,Team 1
jett,killjoy,sage,raze,omen,reyna,omen,cypher,breach,raze,Split,Team 1
omen,sage,jett,sova,killjoy,phoenix,sova,jett,omen,cypher,Haven,Team 2
sage,sova,jett,killjoy,omen,raze,omen,sova,jett,killjoy,Ascent,Team 2
phoenix,omen,jett,raze,killjoy,phoenix,jett,omen,sova,cypher,Haven,Team 1
jett,killjoy,raze,omen,sage,brimstone,sova,raze,sage,killjoy,Ascent,Team 1
reyna,jett,cypher,sova,omen,sova,omen,jett,cypher,phoenix,Haven,Team 1
omen,reyna,killjoy,jett,sova,cypher,jett,phoenix,omen,sova,Ascent,Team 1
cypher,omen,raze,breach,sova,jett,raze,omen,sova,cypher,Haven,Team 1
raze,sage,omen,breach,cypher,sage,breach,cypher,omen,raze,Split,Team 1
cypher,omen,jett,breach,sova,breach,raze,sova,jett,omen,Haven,Team 1
omen,breach,cypher,sage,raze,phoenix,brimstone,cypher,raze,jett,Split,Team 1
raze,jett,cypher,breach,omen,omen,breach,cypher,jett,raze,Split,Team 1
sova,raze,reyna,killjoy,omen,omen,reyna,jett,sova,cypher,Ascent,Team 1
sage,reyna,jett,killjoy,viper,killjoy,raze,viper,jett,sage,Icebox,Team 2
jett,sova,cypher,phoenix,omen,jett,raze,sova,omen,killjoy,Haven,Team 1
cypher,raze,omen,sova,jett,raze,phoenix,killjoy,sova,omen,Bind,Team 2
omen,killjoy,sova,breach,jett,sova,jett,sage,omen,killjoy,Ascent,Team 1
raze,breach,killjoy,sova,omen,sova,sage,omen,cypher,jett,Haven,Team 1
jett,sova,breach,omen,killjoy,killjoy,sage,raze,sova,omen,Ascent,Team 1
jett,killjoy,viper,sage,raze,sage,jett,sova,killjoy,omen,Icebox,Team 1
sova,raze,cypher,phoenix,brimstone,raze,sova,killjoy,yoru,brimstone,Bind,Team 2
phoenix,sova,cypher,jett,omen,jett,sova,phoenix,cypher,omen,Haven,Team 2
raze,reyna,omen,killjoy,sage,killjoy,raze,omen,jett,breach,Split,Team 2
omen,jett,reyna,sova,killjoy,omen,reyna,killjoy,sova,jett,Ascent,Team 1
reyna,sova,omen,jett,killjoy,raze,jett,omen,killjoy,sova,Icebox,Team 1
jett,phoenix,sova,omen,cypher,sova,jett,reyna,cypher,omen,Ascent,Team 1
omen,jett,skye,cypher,sage,omen,jett,raze,cypher,sage,Split,Team 1
reyna,jett,omen,sova,killjoy,raze,jett,sage,omen,sova,Icebox,Team 1
jett,reyna,omen,sova,cypher,raze,sova,reyna,cypher,omen,Ascent,Team 2
reyna,jett,omen,killjoy,raze,cypher,raze,sage,omen,reyna,Split,Team 2
breach,jett,cypher,omen,sova,killjoy,reyna,jett,sova,omen,Ascent,Team 1
phoenix,sova,omen,jett,cypher,jett,sova,phoenix,killjoy,omen,Haven,Team 1
cypher,sova,raze,phoenix,brimstone,raze,omen,cypher,sova,sage,Bind,Team 2
omen,jett,cypher,sova,raze,phoenix,omen,sova,cypher,jett,Haven,Team 2
jett,sova,omen,phoenix,skye,jett,raze,cypher,omen,sova,Bind,Team 2
jett,sova,phoenix,omen,killjoy,jett,killjoy,omen,sage,sova,Icebox,Team 1
jett,phoenix,sage,skye,omen,viper,omen,jett,breach,killjoy,Split,Team 2
jett,killjoy,breach,omen,raze,raze,breach,cypher,omen,viper,Split,Team 2
phoenix,jett,cypher,omen,sova,jett,omen,phoenix,cypher,sova,Bind,Team 1
omen,killjoy,breach,sova,jett,phoenix,jett,omen,cypher,sova,Ascent,Team 2
sova,raze,cypher,sage,omen,raze,sova,brimstone,phoenix,cypher,Bind,Team 2
phoenix,omen,killjoy,sova,jett,phoenix,sova,jett,omen,cypher,Haven,Team 2
jett,phoenix,sova,cypher,omen,reyna,sova,phoenix,cypher,omen,Haven,Team 1
brimstone,yoru,killjoy,sova,raze,sova,raze,cypher,omen,phoenix,Bind,Team 2
omen,killjoy,jett,sova,reyna,omen,sova,jett,cypher,raze,Icebox,Team 1
raze,cypher,omen,sova,jett,sova,jett,omen,killjoy,reyna,Haven,Team 1
sova,jett,raze,omen,cypher,phoenix,jett,killjoy,omen,sova,Ascent,Team 2
killjoy,jett,raze,omen,breach,jett,raze,killjoy,sage,brimstone,Split,Team 1
phoenix,jett,cypher,omen,sova,jett,omen,sova,phoenix,cypher,Haven,Team 1
raze,omen,sova,cypher,sage,phoenix,raze,omen,cypher,sova,Bind,Team 1
jett,skye,omen,cypher,sage,raze,killjoy,reyna,skye,omen,Bind,Team 1
sova,jett,phoenix,omen,cypher,reyna,jett,killjoy,omen,sova,Ascent,Team 1
sova,omen,jett,cypher,reyna,sova,jett,omen,killjoy,phoenix,Haven,Team 2
reyna,jett,omen,sova,cypher,jett,omen,sova,raze,killjoy,Ascent,Team 1
omen,jett,raze,cypher,sage,raze,skye,killjoy,jett,omen,Split,Team 1
omen,raze,jett,killjoy,reyna,killjoy,jett,breach,raze,omen,Split,Team 1
reyna,cypher,jett,omen,sova,sova,killjoy,phoenix,jett,omen,Ascent,Team 2
reyna,jett,cypher,sova,omen,reyna,sova,jett,cypher,omen,Haven,Team 1
phoenix,cypher,omen,raze,sova,jett,cypher,brimstone,sova,raze,Bind,Team 1
reyna,raze,sage,cypher,omen,omen,sage,phoenix,reyna,killjoy,Split,Team 1
jett,brimstone,phoenix,skye,sova,sova,omen,cypher,jett,phoenix,Ascent,Team 1
phoenix,jett,skye,omen,sova,omen,sova,cypher,raze,phoenix,Bind,Team 1
raze,omen,jett,cypher,sova,raze,jett,sova,cypher,omen,Bind,Team 1
raze,sova,omen,jett,cypher,raze,jett,cypher,sova,omen,Haven,Team 1
reyna,cypher,jett,sova,omen,jett,raze,omen,cypher,sova,Haven,Team 1
jett,reyna,omen,killjoy,sova,sova,jett,omen,breach,killjoy,Ascent,Team 1
phoenix,jett,sova,killjoy,omen,raze,sova,brimstone,phoenix,cypher,Bind,Team 2
jett,omen,raze,killjoy,breach,phoenix,cypher,raze,omen,sage,Split,Team 1
jett,omen,killjoy,reyna,sova,sova,phoenix,raze,omen,cypher,Ascent,Team 1
cypher,sova,jett,breach,brimstone,omen,raze,sova,reyna,cypher,Ascent,Team 2
sova,cypher,phoenix,omen,jett,cypher,phoenix,jett,omen,sova,Haven,Team 1
jett,raze,sova,killjoy,omen,raze,brimstone,reyna,killjoy,sova,Icebox,Team 1
jett,reyna,killjoy,sova,omen,reyna,omen,phoenix,sova,cypher,Ascent,Team 1
phoenix,killjoy,sova,jett,omen,jett,sova,reyna,omen,cypher,Haven,Team 2
jett,raze,sova,omen,killjoy,raze,sova,omen,reyna,jett,Bind,Team 1
raze,omen,jett,breach,killjoy,raze,jett,omen,breach,killjoy,Split,Team 1
phoenix,sova,jett,omen,cypher,sova,killjoy,raze,omen,jett,Bind,Team 1
jett,phoenix,sova,omen,cypher,sova,reyna,omen,jett,cypher,Ascent,Team 1
jett,killjoy,raze,omen,viper,omen,raze,reyna,sova,sage,Icebox,Team 1
cypher,raze,breach,omen,sage,jett,raze,cypher,breach,omen,Split,Team 1
sova,viper,killjoy,sage,raze,sova,killjoy,sage,skye,viper,Icebox,Team 1
omen,raze,cypher,breach,sova,sova,raze,breach,brimstone,viper,Bind,Team 1
sage,viper,skye,killjoy,jett,viper,sova,sage,jett,killjoy,Icebox,Team 1
raze,sage,jett,brimstone,cypher,jett,cypher,omen,breach,raze,Split,Team 1
reyna,sage,jett,sova,viper,reyna,viper,sova,jett,sage,Icebox,Team 1
raze,sage,cypher,breach,omen,jett,brimstone,killjoy,raze,breach,Split,Team 2
sova,sage,omen,breach,cypher,sova,jett,sage,omen,killjoy,Ascent,Team 1
raze,sova,omen,breach,cypher,jett,sova,cypher,breach,brimstone,Haven,Team 1
sage,omen,cypher,sova,breach,jett,raze,sage,viper,killjoy,Icebox,Team 1
jett,reyna,sova,omen,cypher,reyna,jett,omen,sova,cypher,Ascent,Team 1
omen,raze,jett,cypher,sova,cypher,raze,sova,omen,jett,Bind,Team 1
jett,sova,breach,cypher,brimstone,brimstone,sova,raze,phoenix,cypher,Haven,Team 1
sova,breach,cypher,jett,brimstone,sova,jett,raze,cypher,omen,Ascent,Team 1
reyna,omen,raze,skye,killjoy,jett,cypher,sage,sova,omen,Bind,Team 1
jett,reyna,killjoy,skye,omen,jett,killjoy,sage,omen,sova,Icebox,Team 2
jett,reyna,sova,omen,killjoy,omen,jett,killjoy,breach,sova,Ascent,Team 1
killjoy,sova,sage,omen,reyna,omen,jett,cypher,sova,phoenix,Ascent,Team 1
raze,sova,omen,sage,cypher,cypher,raze,sova,jett,omen,Bind,Team 2
sova,jett,phoenix,omen,killjoy,jett,phoenix,omen,sova,cypher,Haven,Team 1
phoenix,omen,jett,cypher,sova,sova,omen,killjoy,raze,reyna,Ascent,Team 1
jett,sova,cypher,phoenix,omen,jett,killjoy,phoenix,sova,omen,Haven,Team 1
raze,cypher,omen,sova,jett,jett,raze,sova,cypher,omen,Bind,Team 1
jett,sova,reyna,cypher,omen,raze,jett,sova,omen,cypher,Haven,Team 2
jett,reyna,omen,sova,killjoy,jett,omen,killjoy,breach,sova,Ascent,Team 2
jett,phoenix,cypher,omen,sova,sova,omen,killjoy,phoenix,jett,Haven,Team 2
raze,omen,breach,yoru,cypher,omen,killjoy,jett,raze,breach,Split,Team 2
jett,omen,breach,sova,killjoy,phoenix,omen,jett,sova,killjoy,Ascent,Team 1
jett,breach,killjoy,omen,sova,phoenix,cypher,jett,sova,omen,Haven,Team 1
cypher,jett,sova,omen,phoenix,jett,omen,cypher,phoenix,sage,Bind,Team 1
raze,viper,breach,cypher,omen,reyna,killjoy,phoenix,breach,omen,Split,Team 1
raze,cypher,jett,omen,sova,reyna,jett,sova,omen,cypher,Haven,Team 1
cypher,raze,jett,omen,sova,cypher,brimstone,phoenix,raze,sova,Bind,Team 1
raze,jett,omen,cypher,sova,sova,reyna,jett,killjoy,omen,Haven,Team 1
raze,cypher,jett,omen,sova,phoenix,jett,sova,killjoy,omen,Ascent,Team 1
jett,skye,killjoy,sage,omen,raze,jett,skye,sage,omen,Icebox,Team 1
sova,jett,phoenix,omen,killjoy,jett,phoenix,cypher,sova,omen,Haven,Team 1
omen,reyna,sova,jett,killjoy,jett,reyna,omen,cypher,breach,Ascent,Team 1
sova,omen,jett,raze,killjoy,killjoy,sage,omen,phoenix,jett,Icebox,Team 1
sova,jett,cypher,breach,omen,sova,brimstone,killjoy,jett,skye,Ascent,Team 1
phoenix,omen,sova,jett,cypher,skye,brimstone,sova,jett,killjoy,Haven,Team 1
killjoy,reyna,jett,sova,omen,omen,sova,jett,breach,killjoy,Icebox,Team 1
brimstone,jett,skye,omen,sage,raze,sova,phoenix,omen,cypher,Bind,Team 1
raze,sage,sova,omen,cypher,raze,brimstone,sova,skye,cypher,Bind,Team 1
jett,phoenix,sova,cypher,omen,reyna,killjoy,jett,brimstone,sova,Haven,Team 1
omen,cypher,jett,sage,skye,sova,omen,breach,cypher,raze,Bind,Team 1
phoenix,sova,jett,cypher,omen,jett,sova,omen,killjoy,breach,Ascent,Team 1
reyna,omen,cypher,jett,sova,phoenix,jett,cypher,omen,sova,Haven,Team 1
jett,killjoy,reyna,omen,sova,jett,omen,sova,raze,killjoy,Ascent,Team 1
raze,sage,cypher,sova,omen,cypher,sova,phoenix,raze,omen,Bind,Team 1
sova,killjoy,omen,reyna,sage,sova,jett,omen,killjoy,reyna,Ascent,Team 1
phoenix,sova,omen,jett,cypher,cypher,sova,viper,jett,yoru,Haven,Team 1
sova,yoru,raze,killjoy,brimstone,cypher,sova,raze,yoru,viper,Bind,Team 1
jett,omen,sova,raze,cypher,breach,omen,jett,sova,killjoy,Ascent,Team 1
reyna,sova,omen,phoenix,cypher,phoenix,cypher,omen,jett,sova,Haven,Team 1
omen,raze,cypher,jett,sova,phoenix,jett,sova,omen,killjoy,Haven,Team 1
raze,jett,sova,cypher,omen,killjoy,jett,phoenix,omen,sova,Ascent,Team 1
raze,sage,cypher,omen,sova,raze,sova,cypher,brimstone,reyna,Bind,Team 1
phoenix,sova,jett,omen,cypher,cypher,phoenix,sova,omen,jett,Haven,Team 1
omen,phoenix,jett,sova,cypher,killjoy,jett,omen,phoenix,sova,Ascent,Team 1
omen,sage,raze,viper,jett,omen,cypher,breach,raze,jett,Bind,Team 1
reyna,jett,omen,sova,cypher,sova,reyna,killjoy,raze,brimstone,Ascent,Team 1
omen,raze,phoenix,cypher,sova,brimstone,sova,raze,cypher,jett,Bind,Team 1
jett,raze,killjoy,omen,sova,sova,omen,phoenix,cypher,jett,Ascent,Team 1
killjoy,jett,skye,raze,omen,brimstone,raze,cypher,jett,sova,Bind,Team 1
reyna,sova,jett,omen,cypher,jett,cypher,reyna,sova,omen,Ascent,Team 1
omen,yoru,reyna,raze,killjoy,cypher,raze,omen,jett,breach,Split,Team 1
reyna,sova,jett,cypher,omen,jett,reyna,brimstone,sova,cypher,Haven,Team 2
cypher,jett,reyna,sova,omen,killjoy,jett,omen,sova,breach,Ascent,Team 1
phoenix,sova,brimstone,raze,cypher,sova,raze,jett,cypher,omen,Bind,Team 1
sova,omen,cypher,raze,reyna,brimstone,phoenix,sova,jett,cypher,Ascent,Team 1
sova,jett,omen,raze,sage,reyna,sova,jett,cypher,brimstone,Icebox,Team 1
jett,sova,omen,raze,cypher,cypher,raze,phoenix,omen,sova,Bind,Team 2
jett,killjoy,sova,omen,breach,omen,killjoy,jett,sova,phoenix,Ascent,Team 2
phoenix,jett,sova,brimstone,skye,cypher,jett,sova,omen,phoenix,Ascent,Team 1
phoenix,jett,skye,sova,omen,sova,raze,cypher,brimstone,jett,Bind,Team 1
omen,jett,killjoy,breach,sova,killjoy,jett,omen,sova,reyna,Ascent,Team 1
raze,cypher,jett,omen,sova,raze,reyna,omen,killjoy,sova,Bind,Team 1
reyna,omen,killjoy,sova,jett,sova,omen,reyna,jett,killjoy,Ascent,Team 1
omen,cypher,jett,sova,reyna,jett,brimstone,killjoy,sova,phoenix,Haven,Team 1
phoenix,jett,omen,sova,killjoy,raze,phoenix,cypher,omen,sova,Bind,Team 1
jett,killjoy,omen,breach,raze,reyna,brimstone,cypher,jett,breach,Split,Team 1
sage,cypher,jett,raze,omen,killjoy,brimstone,raze,viper,breach,Split,Team 1
phoenix,jett,cypher,omen,sova,phoenix,killjoy,sova,jett,omen,Haven,Team 1
cypher,reyna,sova,omen,jett,omen,reyna,killjoy,jett,sova,Ascent,Team 1
raze,yoru,omen,cypher,breach,reyna,omen,jett,cypher,sage,Split,Team 1
sova,jett,breach,omen,killjoy,reyna,phoenix,cypher,sova,omen,Ascent,Team 1
jett,omen,sova,killjoy,breach,jett,sova,cypher,phoenix,omen,Haven,Team 1
jett,sova,cypher,phoenix,omen,cypher,raze,reyna,sova,omen,Ascent,Team 1
raze,cypher,viper,breach,omen,jett,omen,raze,cypher,breach,Split,Team 1
omen,sage,sova,raze,cypher,sova,jett,brimstone,cypher,breach,Ascent,Team 1
sova,raze,cypher,sage,omen,jett,sova,cypher,breach,brimstone,Bind,Team 1
jett,omen,phoenix,killjoy,raze,cypher,phoenix,jett,omen,sova,Haven,Team 2
omen,phoenix,raze,cypher,jett,raze,omen,sova,cypher,jett,Bind,Team 1
jett,killjoy,raze,omen,sage,breach,omen,cypher,jett,raze,Split,Team 1
cypher,raze,jett,omen,sova,jett,cypher,omen,sova,Haven,Team 1,
jett,raze,omen,breach,sova,killjoy,jett,raze,omen,sova,Ascent,Team 1
raze,sage,jett,killjoy,omen,killjoy,raze,sova,sage,brimstone,Ascent,Team 2
phoenix,raze,jett,killjoy,omen,jett,phoenix,cypher,sova,brimstone,Haven,Team 1
jett,phoenix,cypher,raze,omen,raze,killjoy,jett,brimstone,sova,Bind,Team 2
jett,omen,cypher,raze,sova,cypher,jett,raze,omen,sova,Haven,Team 1
jett,omen,raze,sova,cypher,omen,raze,jett,sova,cypher,Bind,Team 1
jett,breach,sova,omen,cypher,sova,jett,omen,reyna,killjoy,Ascent,Team 1
jett,raze,omen,cypher,breach,killjoy,jett,brimstone,raze,breach,Split,Team 1
reyna,raze,sova,omen,killjoy,sova,jett,cypher,omen,raze,Ascent,Team 1
jett,raze,sova,cypher,omen,jett,raze,sova,omen,cypher,Bind,Team 1
jett,raze,cypher,omen,sova,omen,jett,sage,killjoy,sova,Haven,Team 1
raze,sova,sage,killjoy,viper,sova,viper,killjoy,sage,jett,Icebox,Team 2
sage,raze,omen,breach,cypher,raze,omen,killjoy,breach,sage,Split,Team 1
sage,killjoy,jett,sova,omen,raze,skye,omen,jett,killjoy,Icebox,Team 1
raze,sova,cypher,brimstone,jett,jett,raze,sova,omen,breach,Bind,Team 2
phoenix,jett,omen,sova,cypher,sova,raze,omen,cypher,reyna,Haven,Team 2
phoenix,jett,omen,sova,killjoy,omen,killjoy,jett,sova,breach,Ascent,Team 2
brimstone,raze,sova,cypher,phoenix,sova,cypher,raze,phoenix,omen,Bind,Team 1
cypher,jett,omen,phoenix,sova,jett,cypher,omen,sage,sova,Haven,Team 2
raze,cypher,jett,sova,brimstone,sova,raze,omen,jett,breach,Bind,Team 1
jett,raze,cypher,breach,brimstone,killjoy,omen,raze,skye,jett,Split,Team 2
omen,sova,jett,cypher,phoenix,omen,jett,killjoy,sova,breach,Ascent,Team 2
jett,cypher,breach,sova,omen,sova,jett,phoenix,omen,cypher,Haven,Team 2
phoenix,raze,sova,brimstone,cypher,reyna,jett,brimstone,killjoy,sova,Haven,Team 1
raze,jett,killjoy,omen,sova,jett,sova,killjoy,omen,sage,Icebox,Team 2
sova,omen,jett,phoenix,cypher,jett,reyna,sova,omen,cypher,Haven,Team 1
sova,omen,jett,killjoy,raze,omen,raze,sova,killjoy,jett,Ascent,Team 1
raze,reyna,jett,breach,omen,jett,reyna,sova,omen,killjoy,Ascent,Team 1
jett,omen,killjoy,skye,sage,killjoy,omen,jett,sage,sova,Icebox,Team 2
jett,reyna,omen,sova,killjoy,phoenix,jett,cypher,omen,sova,Haven,Team 2
jett,breach,brimstone,sova,cypher,killjoy,jett,sova,breach,brimstone,Ascent,Team 1
jett,raze,sage,omen,breach,raze,cypher,sage,omen,jett,Split,Team 2
raze,jett,sova,omen,cypher,jett,omen,sage,sova,raze,Icebox,Team 2
jett,brimstone,sova,raze,cypher,phoenix,raze,killjoy,brimstone,sova,Bind,Team 2
raze,omen,jett,sova,killjoy,omen,raze,jett,sova,killjoy,Ascent,Team 2
reyna,brimstone,cypher,sova,raze,sova,raze,sage,killjoy,omen,Ascent,Team 2
omen,raze,jett,cypher,sova,raze,sova,sage,cypher,omen,Bind,Team 2
raze,jett,sova,cypher,omen,reyna,cypher,raze,sova,omen,Bind,Team 1
jett,raze,omen,skye,killjoy,jett,omen,raze,breach,cypher,Split,Team 2
jett,raze,killjoy,sova,omen,reyna,jett,killjoy,omen,sova,Ascent,Team 1
raze,killjoy,sage,omen,sova,raze,reyna,killjoy,sova,omen,Ascent,Team 2
raze,sage,sova,cypher,omen,raze,omen,phoenix,cypher,sova,Haven,Team 2
jett,brimstone,sova,cypher,breach,brimstone,killjoy,sova,phoenix,raze,Haven,Team 1
jett,omen,sova,cypher,raze,reyna,raze,sova,killjoy,omen,Bind,Team 1
sova,omen,jett,raze,killjoy,reyna,jett,cypher,sova,omen,Ascent,Team 1
raze,phoenix,killjoy,jett,omen,sova,jett,omen,cypher,breach,Haven,Team 1
reyna,raze,sova,cypher,omen,killjoy,brimstone,sage,jett,phoenix,Ascent,Team 1
jett,omen,raze,sova,cypher,reyna,phoenix,raze,jett,sage,Icebox,Team 1
raze,brimstone,jett,sova,cypher,raze,jett,brimstone,sova,cypher,Bind,Team 2
raze,jett,omen,cypher,sova,jett,omen,raze,sova,killjoy,Ascent,Team 2
jett,raze,sova,killjoy,omen,omen,sage,raze,sova,killjoy,Haven,Team 1
killjoy,jett,raze,omen,sova,omen,sova,killjoy,raze,jett,Ascent,Team 1
sova,reyna,raze,cypher,brimstone,jett,omen,killjoy,sova,raze,Ascent,Team 1
cypher,sova,raze,jett,brimstone,raze,jett,omen,killjoy,sage,Split,Team 1
jett,raze,killjoy,sage,omen,raze,breach,killjoy,omen,sage,Split,Team 2
jett,raze,killjoy,sova,omen,raze,jett,sova,killjoy,omen,Ascent,Team 2
jett,raze,omen,sova,killjoy,jett,raze,omen,killjoy,sova,Ascent,Team 1
jett,sova,omen,cypher,raze,raze,jett,cypher,brimstone,sova,Bind,Team 1
jett,sova,brimstone,cypher,raze,reyna,raze,cypher,sova,omen,Bind,Team 2
jett,raze,omen,sova,cypher,reyna,omen,jett,killjoy,sova,Ascent,Team 2
sova,raze,killjoy,sage,omen,raze,jett,omen,killjoy,sova,Ascent,Team 1
phoenix,sova,raze,cypher,omen,phoenix,raze,cypher,brimstone,sova,Bind,Team 1
raze,phoenix,sova,omen,cypher,sova,omen,cypher,jett,raze,Haven,Team 1
raze,reyna,omen,cypher,sova,jett,raze,sova,cypher,omen,Bind,Team 1
sova,cypher,raze,phoenix,omen,jett,phoenix,sova,cypher,omen,Haven,Team 2
omen,killjoy,sova,raze,jett,raze,jett,omen,sova,killjoy,Ascent,Team 2
jett,sova,reyna,omen,cypher,jett,raze,sova,sage,omen,Haven,Team 1
raze,omen,jett,sova,killjoy,jett,omen,sage,sova,reyna,Ascent,Team 1
brimstone,jett,sova,breach,cypher,reyna,brimstone,raze,sova,cypher,Bind,Team 1
raze,brimstone,breach,killjoy,sage,jett,breach,sage,Split,Team 1,,
sova,raze,omen,sage,killjoy,omen,phoenix,killjoy,raze,sova,Ascent,Team 2
raze,sova,reyna,brimstone,cypher,brimstone,phoenix,raze,killjoy,sova,Haven,Team 2
jett,cypher,reyna,sova,omen,reyna,omen,cypher,sova,jett,Haven,Team 1
sova,raze,killjoy,sage,omen,reyna,sova,killjoy,jett,omen,Icebox,Team 1
raze,sova,omen,cypher,jett,jett,cypher,reyna,sova,brimstone,Haven,Team 2
raze,jett,sova,cypher,omen,sova,raze,reyna,killjoy,omen,Bind,Team 2
raze,omen,sage,sova,cypher,jett,cypher,omen,raze,sova,Ascent,Team 1
sova,raze,brimstone,reyna,killjoy,cypher,raze,sova,omen,jett,Bind,Team 1
jett,omen,sova,raze,cypher,sova,jett,omen,reyna,killjoy,Ascent,Team 1
sova,raze,omen,breach,cypher,raze,omen,cypher,sova,breach,Bind,Team 1
killjoy,jett,skye,sage,viper,jett,sova,killjoy,sage,viper,Icebox,Team 1
jett,raze,killjoy,skye,omen,killjoy,jett,breach,sage,omen,Icebox,Team 2
reyna,jett,raze,omen,breach,sova,breach,jett,brimstone,cypher,Ascent,Team 1
cypher,sova,phoenix,omen,jett,sage,raze,omen,killjoy,sova,Haven,Team 2
sova,jett,sage,killjoy,omen,jett,sova,brimstone,killjoy,sage,Icebox,Team 2
raze,omen,killjoy,breach,jett,jett,raze,killjoy,omen,breach,Split,Team 2
sage,killjoy,reyna,jett,omen,raze,reyna,brimstone,sage,sova,Icebox,Team 1
jett,killjoy,reyna,omen,sova,killjoy,reyna,omen,raze,sova,Ascent,Team 1
sova,raze,killjoy,brimstone,phoenix,phoenix,jett,killjoy,raze,omen,Haven,Team 1
sova,omen,jett,raze,cypher,jett,raze,sova,cypher,omen,Bind,Team 2
cypher,breach,jett,sova,omen,jett,sova,reyna,killjoy,omen,Ascent,Team 1
sage,jett,cypher,sova,omen,jett,cypher,omen,sova,raze,Bind,Team 2
raze,jett,breach,killjoy,omen,phoenix,jett,killjoy,omen,breach,Split,Team 1
killjoy,phoenix,sova,omen,jett,sova,omen,jett,killjoy,raze,Ascent,Team 1
killjoy,jett,sage,brimstone,sova,raze,reyna,omen,sova,killjoy,Icebox,Team 1
jett,breach,sova,killjoy,omen,raze,sova,omen,sage,killjoy,Ascent,Team 2
jett,viper,reyna,sage,sova,sova,omen,sage,raze,killjoy,Icebox,Team 1
omen,jett,cypher,breach,sova,omen,sova,killjoy,raze,breach,Haven,Team 1
raze,cypher,sova,breach,brimstone,skye,viper,brimstone,raze,sage,Bind,Team 1
sova,jett,omen,cypher,breach,raze,killjoy,sage,omen,skye,Ascent,Team 1
raze,sova,omen,breach,cypher,jett,breach,brimstone,cypher,sova,Bind,Team 1
jett,skye,brimstone,breach,killjoy,sage,raze,cypher,brimstone,breach,Split,Team 1
jett,brimstone,sage,breach,cypher,sova,breach,killjoy,brimstone,raze,Haven,Team 1
sova,cypher,jett,raze,brimstone,raze,cypher,sova,brimstone,breach,Bind,Team 2
reyna,sage,omen,jett,killjoy,omen,raze,jett,cypher,reyna,Split,Team 1
jett,reyna,sova,killjoy,omen,jett,breach,cypher,omen,sova,Haven,Team 2
sova,jett,breach,omen,cypher,jett,phoenix,cypher,sova,omen,Haven,Team 1
omen,jett,cypher,sage,sova,jett,omen,sova,raze,cypher,Bind,Team 2
breach,raze,omen,jett,killjoy,omen,raze,jett,sage,killjoy,Split,Team 1
jett,killjoy,brimstone,sage,sova,sova,jett,killjoy,omen,sage,Icebox,Team 1
jett,cypher,sova,omen,reyna,jett,sova,reyna,omen,killjoy,Haven,Team 2
phoenix,jett,omen,sova,killjoy,jett,sova,killjoy,phoenix,omen,Ascent,Team 1
sova,reyna,killjoy,jett,omen,killjoy,reyna,raze,sova,omen,Ascent,Team 2
omen,raze,sova,jett,cypher,raze,killjoy,sova,brimstone,phoenix,Bind,Team 1
jett,killjoy,reyna,omen,sage,reyna,omen,killjoy,jett,sova,Icebox,Team 1
sova,killjoy,raze,jett,omen,jett,omen,sova,breach,killjoy,Ascent,Team 1
killjoy,omen,sova,phoenix,raze,jett,omen,breach,raze,sova,Bind,Team 2
reyna,raze,killjoy,sova,brimstone,omen,raze,jett,cypher,sova,Haven,Team 1
jett,raze,breach,cypher,omen,jett,breach,skye,brimstone,killjoy,Split,Team 2
