Team1Agent1,Team1Agent2,Team1Agent3,Team1Agent4,Team1Agent5,Team2Agent1,Team2Agent2,Team2Agent3,Team2Agent4,Team2Agent5,Map,Victory
jett,reyna,raze,sage,omen,brimstone,raze,jett,sage,killjoy,Split,Team 2
cypher,sova,jett,reyna,omen,jett,killjoy,raze,omen,sova,Haven,Team 2
raze,cypher,jett,breach,brimstone,omen,breach,killjoy,sage,jett,Split,Team 2
raze,jett,brimstone,sage,sova,breach,sova,omen,cypher,jett,Bind,Team 2
omen,sova,killjoy,jett,breach,jett,sova,breach,cypher,omen,Ascent,Team 1
brimstone,sova,jett,cypher,breach,jett,brimstone,sova,breach,cypher,Bind,Team 2
brimstone,killjoy,breach,cypher,raze,jett,raze,breach,omen,killjoy,Split,Team 1
jett,sova,killjoy,reyna,brimstone,omen,sova,reyna,phoenix,raze,Ascent,Team 1
phoenix,cypher,raze,sova,brimstone,phoenix,skye,jett,brimstone,raze,Bind,Team 1
raze,sova,brimstone,jett,killjoy,sage,raze,killjoy,sova,brimstone,Bind,Team 2
jett,raze,sage,killjoy,omen,jett,cypher,sova,sage,viper,Icebox,Team 1
raze,breach,jett,killjoy,brimstone,cypher,phoenix,omen,skye,viper,Split,Team 1
reyna,jett,sova,sage,omen,jett,sova,cypher,breach,omen,Ascent,Team 1
jett,sova,cypher,omen,breach,sova,jett,omen,breach,cypher,Bind,Team 1
sova,jett,omen,sage,breach,jett,killjoy,sova,raze,omen,Ascent,Team 1
sova,reyna,jett,omen,killjoy,jett,omen,reyna,killjoy,sova,Ascent,Team 2
phoenix,sova,cypher,brimstone,raze,jett,sova,raze,omen,killjoy,Bind,Team 2
reyna,omen,sova,jett,killjoy,sova,phoenix,brimstone,raze,killjoy,Ascent,Team 2
phoenix,sage,killjoy,sova,brimstone,raze,cypher,sova,phoenix,brimstone,Bind,Team 2
raze,killjoy,sova,jett,omen,cypher,sova,raze,omen,jett,Ascent,Team 1
reyna,sage,jett,killjoy,brimstone,sage,raze,brimstone,killjoy,breach,Split,Team 2
reyna,viper,sage,killjoy,jett,raze,reyna,brimstone,sova,sage,Icebox,Team 2
jett,cypher,sova,breach,omen,jett,sova,omen,cypher,reyna,Ascent,Team 2
omen,jett,raze,breach,cypher,raze,jett,breach,omen,cypher,Split,Team 2
sova,omen,killjoy,reyna,jett,raze,omen,killjoy,sova,jett,Ascent,Team 2
jett,raze,omen,breach,cypher,sage,viper,sova,jett,cypher,Icebox,Team 2
reyna,sova,brimstone,killjoy,jett,sova,jett,breach,killjoy,omen,Ascent,Team 1
jett,omen,cypher,raze,sage,raze,cypher,jett,breach,omen,Split,Team 1
cypher,raze,jett,sova,omen,jett,killjoy,brimstone,raze,sova,Ascent,Team 2
brimstone,sova,raze,cypher,breach,raze,breach,killjoy,jett,brimstone,Split,Team 2
phoenix,jett,cypher,omen,sova,reyna,brimstone,sova,jett,killjoy,Haven,Team 2
jett,raze,cypher,omen,sova,sova,killjoy,raze,brimstone,jett,Bind,Team 1
jett,omen,raze,sage,cypher,raze,sage,omen,breach,killjoy,Split,Team 2
reyna,sova,killjoy,jett,omen,omen,sova,reyna,jett,killjoy,Ascent,Team 1
raze,sage,killjoy,sova,omen,raze,brimstone,cypher,reyna,sova,Bind,Team 1
sova,raze,omen,killjoy,jett,cypher,jett,omen,sova,raze,Icebox,Team 2
cypher,sova,jett,phoenix,omen,cypher,phoenix,jett,omen,sova,Haven,Team 1
sova,phoenix,jett,omen,cypher,omen,cypher,phoenix,jett,sova,Ascent,Team 1
sova,raze,jett,cypher,omen,sova,cypher,raze,sage,omen,Bind,Team 1
viper,jett,omen,breach,killjoy,skye,omen,jett,cypher,sage,Split,Team 2
jett,omen,raze,sova,cypher,sova,phoenix,jett,omen,cypher,Ascent,Team 1
sova,jett,reyna,killjoy,omen,jett,sova,killjoy,breach,omen,Ascent,Team 1
jett,sova,cypher,phoenix,omen,sova,phoenix,raze,brimstone,cypher,Haven,Team 2
sova,jett,phoenix,brimstone,cypher,omen,jett,raze,sova,cypher,Bind,Team 1
raze,cypher,omen,reyna,viper,breach,raze,cypher,omen,jett,Split,Team 1
raze,viper,sova,brimstone,skye,sova,breach,killjoy,omen,raze,Bind,Team 1
omen,raze,phoenix,cypher,sova,raze,jett,omen,cypher,sova,Bind,Team 1
reyna,killjoy,jett,omen,sova,phoenix,omen,jett,sova,cypher,Ascent,Team 1
phoenix,sova,jett,omen,cypher,reyna,cypher,sova,omen,raze,Ascent,Team 2
cypher,sage,raze,sova,omen,sova,cypher,phoenix,raze,omen,Bind,Team 2
jett,killjoy,raze,skye,brimstone,sova,raze,skye,brimstone,jett,Bind,Team 1
raze,jett,brimstone,skye,killjoy,skye,raze,sova,jett,omen,Haven,Team 1
raze,sage,omen,breach,killjoy,cypher,raze,omen,sage,breach,Split,Team 2
jett,breach,sova,killjoy,omen,sova,cypher,raze,breach,omen,Haven,Team 1
raze,omen,sova,breach,killjoy,raze,omen,sova,cypher,breach,Bind,Team 2
sova,raze,omen,cypher,breach,brimstone,jett,breach,sova,cypher,Haven,Team 1
raze,omen,cypher,sova,sage,jett,brimstone,raze,breach,cypher,Split,Team 1
raze,jett,sage,viper,sova,jett,viper,sage,killjoy,skye,Icebox,Team 1
raze,omen,breach,cypher,sova,omen,sova,cypher,jett,breach,Haven,Team 1
brimstone,sova,jett,breach,cypher,sova,breach,omen,cypher,raze,Bind,Team 2
omen,cypher,jett,breach,sova,cypher,omen,sova,breach,jett,Haven,Team 1
omen,raze,cypher,sage,breach,raze,sage,breach,cypher,omen,Split,Team 2
jett,sage,viper,sova,reyna,sage,sova,killjoy,viper,jett,Icebox,Team 1
jett,raze,sova,brimstone,cypher,brimstone,cypher,sage,raze,sova,Bind,Team 1
killjoy,jett,sova,sage,viper,raze,jett,viper,killjoy,sage,Icebox,Team 2
killjoy,jett,sova,omen,breach,jett,killjoy,skye,sage,omen,Haven,Team 2
omen,jett,sova,breach,killjoy,sova,jett,sage,omen,killjoy,Ascent,Team 2
viper,sage,jett,reyna,sova,reyna,sova,killjoy,jett,viper,Icebox,Team 2
raze,brimstone,jett,killjoy,skye,raze,brimstone,sova,cypher,breach,Bind,Team 1
brimstone,raze,skye,killjoy,jett,jett,breach,sova,omen,cypher,Haven,Team 1
skye,sova,jett,reyna,omen,raze,jett,brimstone,breach,killjoy,Ascent,Team 2
jett,skye,sova,raze,brimstone,brimstone,breach,jett,raze,cypher,Bind,Team 1
skye,omen,jett,raze,sage,brimstone,jett,raze,cypher,breach,Split,Team 1
sova,skye,raze,cypher,brimstone,raze,viper,brimstone,sova,skye,Bind,Team 1
sova,raze,killjoy,omen,breach,raze,sova,killjoy,omen,breach,Haven,Team 2
raze,omen,cypher,breach,sage,reyna,raze,omen,viper,cypher,Split,Team 2
jett,raze,omen,sova,cypher,reyna,omen,sova,killjoy,jett,Ascent,Team 1
omen,raze,killjoy,sova,breach,sage,brimstone,breach,raze,sova,Bind,Team 2
raze,breach,cypher,jett,omen,killjoy,breach,brimstone,jett,sage,Split,Team 1
jett,raze,sova,brimstone,cypher,raze,yoru,brimstone,sova,cypher,Bind,Team 1
raze,sage,jett,cypher,omen,omen,sage,skye,raze,cypher,Split,Team 1
sova,omen,sage,killjoy,jett,omen,sova,killjoy,jett,breach,Ascent,Team 1
killjoy,viper,sova,sage,jett,viper,killjoy,sage,jett,skye,Icebox,Team 1
breach,jett,sova,omen,killjoy,reyna,brimstone,sage,sova,raze,Haven,Team 1
raze,breach,sova,killjoy,omen,sova,reyna,brimstone,raze,sage,Bind,Team 1
sova,raze,breach,cypher,omen,jett,cypher,raze,sova,omen,Haven,Team 1
sage,raze,cypher,omen,breach,raze,cypher,jett,omen,sova,Split,Team 1
raze,sage,breach,cypher,omen,omen,raze,cypher,sage,sova,Split,Team 2
jett,phoenix,cypher,sova,brimstone,breach,omen,sova,cypher,raze,Haven,Team 2
reyna,sova,omen,killjoy,breach,omen,killjoy,sova,sage,jett,Ascent,Team 2
jett,sova,brimstone,cypher,breach,omen,killjoy,raze,sova,jett,Haven,Team 1
breach,jett,brimstone,cypher,raze,cypher,breach,raze,omen,sage,Split,Team 1
killjoy,sova,jett,omen,breach,jett,killjoy,omen,sova,breach,Ascent,Team 2
jett,sova,omen,cypher,breach,killjoy,omen,breach,jett,sova,Haven,Team 2
jett,sova,breach,omen,killjoy,jett,skye,sova,sage,brimstone,Ascent,Team 1
jett,raze,sage,killjoy,viper,jett,viper,reyna,killjoy,sage,Icebox,Team 1
jett,killjoy,omen,sova,breach,omen,raze,killjoy,jett,sova,Ascent,Team 1
jett,reyna,sage,viper,sova,killjoy,sova,viper,jett,sage,Icebox,Team 1
raze,cypher,omen,jett,sova,omen,sage,raze,cypher,sova,Bind,Team 2
omen,jett,killjoy,raze,sage,sage,raze,breach,cypher,omen,Split,Team 2
omen,killjoy,jett,sova,sage,raze,killjoy,omen,sage,sova,Ascent,Team 2
sova,cypher,brimstone,breach,raze,sage,sova,raze,killjoy,brimstone,Bind,Team 2
raze,sova,killjoy,jett,omen,sova,jett,omen,breach,killjoy,Ascent,Team 2
jett,brimstone,sova,raze,cypher,raze,sova,breach,brimstone,cypher,Bind,Team 2
sova,jett,omen,reyna,cypher,sova,phoenix,killjoy,omen,jett,Haven,Team 1
jett,sova,brimstone,killjoy,sage,sage,raze,omen,killjoy,jett,Icebox,Team 1
raze,jett,sova,cypher,omen,phoenix,reyna,omen,cypher,sova,Haven,Team 1
sova,breach,killjoy,jett,omen,killjoy,jett,raze,sova,omen,Ascent,Team 1
sova,breach,cypher,jett,omen,cypher,phoenix,jett,omen,sova,Haven,Team 1
reyna,sova,killjoy,jett,omen,jett,sage,breach,omen,sova,Ascent,Team 2
omen,jett,killjoy,breach,sova,breach,sova,omen,jett,cypher,Haven,Team 2
sova,jett,killjoy,breach,omen,jett,omen,breach,sova,cypher,Bind,Team 2
sova,brimstone,jett,killjoy,reyna,jett,brimstone,sova,reyna,killjoy,Ascent,Team 2
reyna,brimstone,sova,cypher,raze,killjoy,omen,sova,jett,raze,Bind,Team 1
killjoy,sova,reyna,omen,sage,reyna,sage,omen,jett,killjoy,Icebox,Team 1
killjoy,jett,omen,sova,skye,omen,raze,sova,jett,cypher,Haven,Team 1
killjoy,jett,sova,brimstone,breach,raze,sova,cypher,brimstone,phoenix,Ascent,Team 1
raze,sage,brimstone,killjoy,sova,raze,sova,brimstone,reyna,cypher,Bind,Team 1
cypher,sage,jett,viper,sova,reyna,sova,jett,killjoy,viper,Icebox,Team 1
jett,sova,brimstone,cypher,phoenix,jett,omen,breach,killjoy,sova,Ascent,Team 1
raze,jett,brimstone,sova,cypher,jett,phoenix,cypher,brimstone,sova,Bind,Team 2
killjoy,jett,skye,omen,raze,raze,jett,omen,killjoy,sage,Split,Team 2
reyna,jett,sova,omen,killjoy,omen,sova,reyna,killjoy,jett,Haven,Team 2
raze,jett,killjoy,sova,omen,omen,reyna,raze,cypher,sage,Bind,Team 2
killjoy,reyna,jett,sova,omen,reyna,phoenix,raze,sova,omen,Ascent,Team 2
jett,raze,sova,breach,omen,sova,omen,jett,cypher,breach,Ascent,Team 1
omen,raze,jett,sova,breach,sova,cypher,raze,omen,breach,Bind,Team 1
jett,sova,killjoy,reyna,omen,jett,sova,killjoy,omen,raze,Ascent,Team 1
cypher,sova,brimstone,raze,reyna,sova,brimstone,reyna,killjoy,raze,Bind,Team 2
jett,omen,killjoy,raze,breach,jett,killjoy,omen,raze,breach,Split,Team 1
reyna,sova,jett,omen,killjoy,reyna,jett,sova,killjoy,brimstone,Ascent,Team 2
sova,raze,jett,cypher,brimstone,cypher,raze,phoenix,sova,brimstone,Bind,Team 2
breach,sage,brimstone,jett,sova,jett,raze,killjoy,omen,sova,Bind,Team 2
sova,jett,phoenix,omen,breach,raze,killjoy,jett,sova,omen,Ascent,Team 2
jett,sova,raze,cypher,omen,omen,reyna,jett,sova,killjoy,Ascent,Team 1
raze,sova,breach,cypher,brimstone,phoenix,omen,sage,killjoy,jett,Split,Team 1
jett,sova,phoenix,cypher,omen,jett,omen,phoenix,cypher,sova,Ascent,Team 1
phoenix,jett,sova,omen,cypher,reyna,sova,jett,cypher,omen,Haven,Team 1
sova,jett,omen,cypher,raze,phoenix,cypher,sova,omen,jett,Haven,Team 1
cypher,jett,sova,omen,raze,sova,skye,jett,raze,brimstone,Bind,Team 1
jett,reyna,cypher,raze,omen,jett,raze,omen,sova,cypher,Bind,Team 2
cypher,jett,omen,raze,sova,cypher,brimstone,phoenix,jett,sova,Haven,Team 2
phoenix,sova,jett,killjoy,omen,raze,jett,killjoy,omen,viper,Icebox,Team 1
omen,sage,sova,raze,cypher,phoenix,jett,sova,cypher,omen,Bind,Team 1
raze,omen,cypher,sova,jett,jett,omen,cypher,sova,breach,Haven,Team 2
omen,raze,jett,sova,killjoy,sova,jett,omen,cypher,breach,Ascent,Team 2
killjoy,jett,sova,raze,omen,jett,omen,raze,sage,sova,Icebox,Team 2
cypher,raze,jett,sage,omen,reyna,sage,cypher,raze,omen,Split,Team 2
jett,raze,sova,omen,cypher,phoenix,jett,omen,raze,sova,Bind,Team 1
jett,phoenix,cypher,sova,omen,raze,cypher,sova,omen,jett,Haven,Team 1
omen,reyna,jett,cypher,sova,yoru,cypher,jett,omen,sova,Haven,Team 1
reyna,sova,jett,killjoy,omen,jett,killjoy,reyna,brimstone,sova,Ascent,Team 1
cypher,sova,omen,breach,jett,sova,cypher,breach,raze,omen,Haven,Team 2
reyna,omen,cypher,jett,sova,jett,omen,sova,cypher,raze,Haven,Team 2
reyna,jett,sova,killjoy,omen,jett,raze,cypher,sova,omen,Ascent,Team 1
phoenix,raze,cypher,omen,sova,jett,sova,omen,cypher,raze,Bind,Team 1
raze,yoru,killjoy,omen,sova,raze,omen,cypher,sova,jett,Bind,Team 2
phoenix,sova,cypher,jett,omen,phoenix,jett,cypher,sova,omen,Haven,Team 2
sage,cypher,jett,omen,breach,cypher,sage,raze,jett,omen,Split,Team 2
sova,killjoy,jett,breach,omen,sage,jett,sova,killjoy,omen,Ascent,Team 2
brimstone,jett,sage,breach,killjoy,sage,brimstone,killjoy,raze,breach,Split,Team 1
breach,omen,sova,cypher,sage,raze,sage,sova,killjoy,omen,Ascent,Team 1
sova,sage,jett,killjoy,viper,viper,jett,reyna,sage,sova,Icebox,Team 2
sova,breach,brimstone,killjoy,raze,jett,cypher,omen,sova,raze,Bind,Team 2
raze,sova,killjoy,omen,jett,jett,sova,sage,reyna,viper,Icebox,Team 2
sova,jett,killjoy,omen,skye,killjoy,raze,breach,sova,brimstone,Haven,Team 2
raze,sova,killjoy,omen,breach,cypher,jett,brimstone,sova,raze,Bind,Team 1
sage,killjoy,raze,omen,sova,brimstone,sova,breach,jett,killjoy,Ascent,Team 1
sova,cypher,raze,breach,omen,jett,cypher,raze,sova,brimstone,Bind,Team 2
raze,reyna,sova,omen,cypher,sova,breach,cypher,brimstone,jett,Bind,Team 2
jett,sova,brimstone,reyna,killjoy,sova,cypher,jett,reyna,omen,Haven,Team 2
jett,brimstone,phoenix,sova,cypher,omen,jett,breach,killjoy,sova,Ascent,Team 1
jett,raze,sova,brimstone,cypher,sova,jett,breach,killjoy,omen,Bind,Team 1
jett,breach,reyna,cypher,omen,viper,killjoy,raze,omen,breach,Split,Team 1
jett,cypher,sova,omen,breach,omen,jett,sova,breach,cypher,Bind,Team 2
jett,reyna,omen,sova,sage,jett,sova,raze,breach,omen,Ascent,Team 1
omen,sova,jett,breach,cypher,jett,breach,omen,sova,raze,Bind,Team 1
jett,cypher,sova,phoenix,brimstone,breach,sova,killjoy,jett,brimstone,Bind,Team 1
sova,reyna,jett,killjoy,omen,reyna,jett,sova,killjoy,brimstone,Ascent,Team 2
jett,raze,breach,omen,killjoy,raze,brimstone,jett,cypher,breach,Split,Team 1
cypher,jett,reyna,brimstone,sova,cypher,raze,reyna,breach,omen,Haven,Team 1
cypher,jett,reyna,brimstone,sova,cypher,raze,reyna,breach,omen,Haven,Team 1
phoenix,jett,killjoy,brimstone,sova,cypher,breach,jett,sova,omen,Bind,Team 2
phoenix,killjoy,sova,brimstone,jett,breach,jett,omen,cypher,sova,Haven,Team 2
brimstone,jett,cypher,sage,sage,jett,cypher,omen,raze,Split,Team 2,
sova,cypher,jett,breach,omen,omen,phoenix,cypher,jett,sova,Ascent,Team 1
omen,sova,raze,cypher,jett,phoenix,omen,jett,sova,cypher,Haven,Team 2
reyna,brimstone,jett,sova,killjoy,jett,sage,phoenix,sova,brimstone,Haven,Team 1
reyna,brimstone,jett,sova,killjoy,jett,sage,phoenix,sova,brimstone,Haven,Team 1
brimstone,phoenix,sova,raze,cypher,omen,raze,sova,sage,killjoy,Bind,Team 2
cypher,phoenix,sova,brimstone,raze,raze,killjoy,jett,omen,sova,Haven,Team 2
raze,reyna,sova,cypher,omen,raze,jett,omen,sova,cypher,Bind,Team 2
raze,killjoy,omen,sova,reyna,killjoy,jett,breach,omen,sova,Ascent,Team 1
reyna,brimstone,killjoy,sova,jett,raze,jett,sova,cypher,omen,Haven,Team 1
raze,jett,killjoy,omen,sova,sova,jett,cypher,breach,brimstone,Bind,Team 2
jett,killjoy,brimstone,sage,sova,jett,killjoy,sage,viper,raze,Icebox,Team 2
jett,raze,omen,sova,killjoy,reyna,omen,jett,sova,cypher,Ascent,Team 1
jett,cypher,omen,raze,sova,cypher,raze,omen,jett,sova,Haven,Team 1
killjoy,jett,sova,omen,breach,omen,raze,jett,killjoy,sova,Ascent,Team 2
breach,omen,raze,jett,killjoy,raze,breach,omen,jett,killjoy,Split,Team 2
phoenix,raze,sova,cypher,omen,omen,cypher,jett,sova,breach,Ascent,Team 2
cypher,raze,phoenix,omen,sova,omen,jett,cypher,sova,breach,Haven,Team 1
raze,omen,killjoy,jett,breach,brimstone,reyna,cypher,raze,sage,Split,Team 2
omen,reyna,cypher,jett,sage,cypher,reyna,jett,raze,omen,Haven,Team 2
omen,killjoy,raze,sova,jett,reyna,jett,omen,raze,cypher,Ascent,Team 2
raze,jett,skye,omen,phoenix,jett,cypher,sova,raze,omen,Bind,Team 2
cypher,omen,sova,jett,phoenix,jett,sova,phoenix,cypher,brimstone,Haven,Team 2
sova,jett,raze,cypher,omen,sova,raze,jett,cypher,omen,Bind,Team 2
sova,raze,killjoy,jett,omen,raze,sova,killjoy,omen,jett,Ascent,Team 2
jett,raze,omen,sova,cypher,phoenix,omen,cypher,sova,raze,Bind,Team 1
sova,omen,jett,killjoy,reyna,phoenix,omen,sova,cypher,jett,Ascent,Team 1
jett,sova,cypher,omen,raze,brimstone,raze,jett,sova,cypher,Bind,Team 1
phoenix,omen,jett,sova,cypher,sova,jett,phoenix,omen,cypher,Ascent,Team 1
sage,cypher,skye,omen,jett,raze,reyna,omen,sage,killjoy,Split,Team 2
phoenix,sova,omen,jett,killjoy,reyna,killjoy,omen,jett,sova,Icebox,Team 1
skye,jett,sage,omen,cypher,cypher,omen,phoenix,raze,sova,Bind,Team 2
breach,cypher,sova,jett,omen,jett,omen,killjoy,reyna,sova,Ascent,Team 2
jett,brimstone,sova,cypher,breach,killjoy,sova,phoenix,jett,omen,Ascent,Team 2
cypher,sova,jett,brimstone,breach,raze,cypher,jett,sova,omen,Haven,Team 2
sova,cypher,jett,breach,brimstone,raze,killjoy,phoenix,sova,brimstone,Bind,Team 2
jett,killjoy,brimstone,sova,reyna,jett,sova,killjoy,sage,omen,Icebox,Team 1
cypher,jett,sova,brimstone,breach,omen,jett,raze,killjoy,sova,Haven,Team 1
phoenix,sova,raze,killjoy,brimstone,omen,jett,phoenix,raze,killjoy,Haven,Team 1
jett,sova,raze,cypher,omen,cypher,raze,phoenix,omen,jett,Bind,Team 1
jett,reyna,omen,killjoy,sova,raze,killjoy,sage,sova,brimstone,Ascent,Team 2
killjoy,raze,jett,breach,omen,killjoy,breach,brimstone,raze,sage,Split,Team 2
jett,sova,raze,killjoy,omen,jett,reyna,sova,omen,cypher,Haven,Team 1
killjoy,jett,raze,sage,viper,reyna,viper,sova,sage,killjoy,Icebox,Team 1
killjoy,phoenix,sova,raze,omen,jett,killjoy,reyna,omen,sova,Ascent,Team 1
phoenix,raze,brimstone,sova,cypher,cypher,omen,sova,raze,phoenix,Bind,Team 2
jett,raze,killjoy,omen,breach,brimstone,phoenix,raze,sage,cypher,Split,Team 1
sova,jett,phoenix,killjoy,omen,raze,sova,jett,killjoy,omen,Haven,Team 1
jett,raze,breach,sova,omen,brimstone,jett,sova,breach,killjoy,Ascent,Team 1
sova,cypher,jett,breach,omen,raze,jett,sova,omen,breach,Haven,Team 2
jett,sova,omen,phoenix,raze,jett,phoenix,omen,raze,breach,Split,Team 1
raze,sage,omen,killjoy,breach,omen,cypher,sage,jett,breach,Split,Team 1
raze,killjoy,sage,sova,omen,raze,omen,reyna,cypher,sova,Icebox,Team 1
omen,killjoy,breach,sova,jett,jett,sova,breach,killjoy,omen,Haven,Team 1
jett,breach,killjoy,sova,omen,jett,breach,omen,killjoy,sova,Ascent,Team 2
sova,jett,cypher,breach,omen,jett,killjoy,sova,omen,breach,Bind,Team 2
raze,killjoy,viper,breach,brimstone,raze,killjoy,jett,sage,brimstone,Split,Team 1
breach,sova,jett,cypher,brimstone,jett,raze,brimstone,cypher,sova,Bind,Team 1
jett,reyna,sova,sage,viper,raze,jett,sage,viper,killjoy,Icebox,Team 2
sage,raze,jett,omen,cypher,jett,raze,killjoy,omen,breach,Split,Team 1
raze,jett,sova,omen,cypher,jett,skye,killjoy,sage,omen,Haven,Team 2
sova,brimstone,jett,raze,cypher,skye,jett,raze,killjoy,omen,Bind,Team 1
jett,sova,cypher,omen,reyna,jett,omen,killjoy,sova,breach,Ascent,Team 1
reyna,jett,omen,cypher,sova,raze,sova,omen,cypher,reyna,Haven,Team 2
sova,raze,omen,jett,breach,jett,sova,killjoy,brimstone,reyna,Ascent,Team 2
phoenix,raze,sova,brimstone,cypher,jett,brimstone,cypher,sova,phoenix,Bind,Team 1
brimstone,reyna,sova,jett,killjoy,reyna,jett,omen,sova,killjoy,Ascent,Team 2
jett,cypher,sova,breach,omen,brimstone,sova,jett,breach,raze,Bind,Team 1
reyna,sage,jett,omen,sova,brimstone,breach,cypher,sova,jett,Ascent,Team 1
jett,sova,reyna,omen,cypher,jett,sova,breach,cypher,omen,Haven,Team 1
reyna,sova,jett,omen,cypher,omen,cypher,sova,breach,jett,Ascent,Team 2
raze,cypher,phoenix,reyna,omen,omen,cypher,jett,breach,reyna,Split,Team 2
jett,phoenix,brimstone,cypher,sova,reyna,killjoy,sova,jett,omen,Ascent,Team 1
raze,brimstone,jett,sova,cypher,phoenix,sova,raze,cypher,omen,Bind,Team 1
phoenix,jett,sova,brimstone,cypher,reyna,brimstone,killjoy,jett,breach,Bind,Team 1
omen,jett,sage,cypher,breach,phoenix,omen,killjoy,jett,sage,Split,Team 1
raze,sova,reyna,omen,killjoy,killjoy,omen,sova,raze,reyna,Ascent,Team 2
reyna,jett,omen,sova,killjoy,jett,killjoy,raze,omen,sova,Icebox,Team 1
sova,jett,reyna,cypher,omen,phoenix,sova,omen,jett,cypher,Haven,Team 2
jett,reyna,omen,sova,killjoy,sova,breach,jett,cypher,omen,Ascent,Team 1
killjoy,raze,sova,jett,omen,raze,omen,killjoy,sova,jett,Ascent,Team 2
raze,cypher,omen,jett,sova,cypher,sova,jett,raze,omen,Haven,Team 1
raze,sova,sage,cypher,brimstone,raze,jett,sova,cypher,omen,Bind,Team 1
raze,sova,jett,omen,killjoy,sova,jett,reyna,omen,cypher,Ascent,Team 2
omen,skye,reyna,sage,jett,omen,skye,sage,cypher,jett,Split,Team 2
reyna,omen,sage,jett,breach,sova,omen,jett,phoenix,cypher,Haven,Team 2
sova,cypher,brimstone,jett,breach,sova,raze,sage,cypher,omen,Bind,Team 2
sova,raze,omen,sage,cypher,jett,sova,cypher,brimstone,breach,Ascent,Team 2
cypher,sova,omen,sage,raze,raze,sova,brimstone,jett,cypher,Bind,Team 2
raze,brimstone,breach,killjoy,sage,breach,raze,jett,brimstone,killjoy,Split,Team 1
reyna,omen,jett,sova,killjoy,jett,phoenix,skye,killjoy,omen,Ascent,Team 1
jett,raze,breach,killjoy,omen,sage,jett,omen,cypher,breach,Split,Team 1
raze,jett,killjoy,sova,omen,brimstone,breach,jett,sova,cypher,Ascent,Team 2
raze,killjoy,viper,sage,jett,omen,sage,jett,breach,cypher,Icebox,Team 1
raze,skye,jett,killjoy,omen,sova,brimstone,viper,raze,skye,Bind,Team 2
jett,raze,viper,killjoy,sage,reyna,jett,sova,viper,killjoy,Icebox,Team 1
jett,omen,killjoy,sage,skye,raze,sova,omen,breach,killjoy,Haven,Team 2
raze,omen,breach,jett,killjoy,omen,raze,killjoy,viper,breach,Split,Team 1
jett,omen,killjoy,breach,sova,jett,omen,sova,killjoy,breach,Ascent,Team 1
sova,phoenix,brimstone,raze,sage,jett,phoenix,skye,omen,killjoy,Ascent,Team 1
raze,brimstone,sage,jett,sova,phoenix,raze,skye,brimstone,sage,Bind,Team 2
killjoy,reyna,brimstone,raze,sage,raze,killjoy,jett,breach,brimstone,Split,Team 2
breach,sage,cypher,sova,omen,sova,sage,viper,jett,reyna,Icebox,Team 2
raze,sage,cypher,omen,breach,cypher,brimstone,jett,sage,raze,Split,Team 1
sage,sova,breach,cypher,omen,sova,reyna,omen,cypher,jett,Ascent,Team 2
raze,sova,cypher,breach,omen,sova,raze,jett,brimstone,cypher,Bind,Team 2
jett,reyna,sova,omen,breach,jett,breach,sova,omen,cypher,Icebox,Team 2
reyna,sova,jett,brimstone,breach,jett,breach,brimstone,sova,cypher,Bind,Team 1
jett,sova,reyna,omen,breach,jett,cypher,omen,breach,sova,Ascent,Team 2
killjoy,raze,breach,sage,brimstone,raze,omen,jett,sova,breach,Bind,Team 2
raze,omen,breach,killjoy,sage,jett,raze,omen,sage,breach,Split,Team 1
jett,breach,sova,cypher,omen,brimstone,jett,killjoy,sova,breach,Ascent,Team 1
jett,sova,omen,phoenix,killjoy,jett,raze,sova,killjoy,brimstone,Haven,Team 1
reyna,sova,jett,omen,killjoy,sova,raze,reyna,sage,brimstone,Ascent,Team 1
jett,sova,cypher,phoenix,brimstone,raze,sova,killjoy,brimstone,sage,Bind,Team 2
reyna,sage,jett,killjoy,brimstone,cypher,omen,phoenix,viper,skye,Split,Team 2
jett,sage,raze,breach,omen,raze,killjoy,breach,jett,omen,Split,Team 1
sova,phoenix,omen,jett,killjoy,raze,jett,sova,killjoy,omen,Ascent,Team 2
reyna,sova,cypher,jett,omen,sova,omen,jett,raze,cypher,Haven,Team 2
jett,omen,sage,sova,killjoy,raze,sage,omen,sova,jett,Icebox,Team 1
sova,raze,cypher,jett,omen,breach,sova,omen,reyna,jett,Ascent,Team 1
raze,brimstone,killjoy,jett,sova,reyna,jett,sova,brimstone,cypher,Ascent,Team 1
cypher,jett,raze,sova,omen,jett,reyna,cypher,sova,omen,Haven,Team 2
raze,sova,reyna,killjoy,brimstone,jett,cypher,reyna,brimstone,sova,Bind,Team 1
reyna,killjoy,sova,jett,omen,raze,omen,sova,cypher,jett,Ascent,Team 1
reyna,sova,raze,brimstone,cypher,raze,omen,killjoy,jett,sova,Bind,Team 1
reyna,sova,breach,jett,brimstone,reyna,cypher,raze,brimstone,sova,Bind,Team 1
jett,phoenix,omen,sova,breach,reyna,omen,cypher,jett,sova,Haven,Team 1
omen,jett,sova,raze,cypher,raze,sova,reyna,cypher,brimstone,Bind,Team 2
jett,omen,breach,killjoy,sova,sova,killjoy,reyna,omen,phoenix,Haven,Team 1
killjoy,omen,breach,jett,sage,jett,killjoy,sova,reyna,omen,Icebox,Team 2
jett,cypher,sova,omen,reyna,reyna,jett,sova,killjoy,omen,Icebox,Team 2
